TICKERS,OPENING,CLOSING,3,4,5,6,7
BETA,-0.010416667,0.031052632,,,PREMIER,-0.068965517,0.074074074
BFINVEST,-0.023746702,0.041184041,,,PUNJLLOYD,0.12474437599999999,0.054545455
BFUTILITIE,-0.018110236000000002,0.040296712,,,RAMANEWS,0.18353344800000002,0.013043478
BHAGYANGR,-0.026192702999999998,0.04610951,,,RHFL,0.086358636,0.05721519
BHANDARI,-0.037037037,0.038461537999999997,,,RIIL,0.179189687,0.011557083000000001
BHARATWIRE,-0.029699628999999998,0.04626087,,,RNAVAL,0.31951466100000003,0.050574713
BHUSANSTL,-0.01971831,0.04454023,,,RPOWER,0.191552063,0.049464138
BIGBLOC,-0.01595179,0.03278098,,,RTNPOWER,0.0,0.08125
BINANIIND,-0.017278618,0.024175824,,,SAKUMA,0.07201257900000001,0.006160164
BKMINDST,-0.025065962999999997,0.028416779,,,SALONA,-0.072985782,0.088957055
BLKASHYAP,-0.024279211000000002,0.033437014,,,SETF10GILT,0.139889959,0.139012912
BLUEBLENDS,-0.017496635,0.046575342,,,SGBNOV25IX,-0.080733945,0.087824351
BLUEDART,-0.028790787,0.029644268999999997,,,SGL,0.103117506,0.063043478
BOSCHLTD,-0.018502356,0.041840349,,,SHANTI,0.07002188200000001,0.04192229
BPCL,-0.018146718,0.028313016,,,SIKKO,0.075862069,0.0
BPL,-0.024204392999999998,0.043178685999999994,,,SPIC,0.008130080999999999,0.071572581
BRIGADE,-0.026708075,0.03669432,,,SPICEMOBI,0.008333333,0.064049587
BROOKS,-0.014738723,0.039891206,,,SPYL,-0.071428571,0.076923077
CADSYS,-0.005691056999999999,0.05478332,,,STERLINBIO,0.120481928,0.0
CANTABIL,-0.009138381,0.033816425,,,STINDIA,-0.001996008,0.06
CARBORUNIV,-0.034237726,0.035451505,,,SUBEX,0.09042553199999999,0.063414634
CAREERP,-0.009073724,0.022510492000000003,,,SUNDARAM,-0.009803922,0.099009901
CDSL,-0.002521008,0.02443134,,,SUPERSPIN,-0.033175355,0.093137255
CEBBCO,-0.033419023,0.037234043,,,THEMISMED,0.164013267,0.00313435
CENTEXT,-0.0234375,0.048,,,TOUCHWOOD,-0.07792207799999999,0.08450704199999999
CEREBRAINT,-0.0024752479999999998,0.024813896000000002,,,UBHOLDINGS,0.0,0.10212766
CGPOWER,-0.0053590569999999995,0.025862068999999998,,,UNITECH,0.141414141,0.017699115
CIGNITITEC,-0.030704698,0.031677341,,,VERTOZ,-0.059677419,0.10360205800000001
CINELINE,-0.000865801,0.044627383,,,WALCHANNAG,0.096993636,0.033806761
CINEVISTA,0.0,0.03125,,,WENDT,0.135131842,0.033307389
COMPUSOFT,-0.005291005,0.031914894,,,ZODIAC,-0.069135802,0.07515473
CONCOR,-0.012427954,0.039576874,,,ZYLOG,-0.010416667,0.073684211
CORALFINAC,-0.021666667,0.022146508,,,,,
CORDSCABLE,-0.028957529,0.029821074,,,,,
CROMPTON,-0.017785844,0.03473762,,,,,
CYBERMEDIA,-0.030188679,0.031128405,,,,,
DAAWAT,0.0027397259999999996,0.02568306,,,,,
DAMODARIND,-0.021548283999999997,0.022022838,,,,,
DATAMATICS,-0.012328767,0.030166436,,,,,
DCAL,-0.016865992,0.022613849,,,,,
DCMSHRIRAM,-0.017068184,0.024599801,,,,,
DEEPAKNTR,-0.013073296000000002,0.02062975,,,,,
DHAMPURSUG,-0.0039170509999999995,0.029377747000000003,,,,,
DIAMONDYD,-0.021215686,0.021675548,,,,,
DICIND,0.0039451270000000005,0.035991784,,,,,
DIXON,-0.010035460999999999,0.025659395,,,,,
DLF,-0.010599345,0.022399687999999997,,,,,
DMART,-0.014979382,0.019436138000000002,,,,,
DOLPHINOFF,-0.0232,0.036036036,,,,,
DONEAR,-0.023809524,0.024390244,,,,,
DPL,0.000310559,0.039428749,,,,,
DREDGECORP,-0.012754062,0.028669184,,,,,
DUCON,-0.011534025,0.045507585,,,,,
EDELWEISS,-0.019745649,0.025947422,,,,,
EIMCOELECO,-0.034296029,0.035514019,,,,,
EKC,-0.021306817999999998,0.029753266,,,,,
ELECTHERM,-0.03515625,0.045157272000000005,,,,,
ELGIRUBCO,-0.005774783,0.032913843,,,,,
EMAMIINFRA,-0.012410072,0.039519213,,,,,
EMKAY,-0.036160714,0.037517369,,,,,
EMMBI,-0.01300917,0.02355229,,,,,
ENDURANCE,-0.000623464,0.027522936,,,,,
ENGINERSIN,-0.024632993,0.025255102,,,,,
EQUITAS,-0.013377926000000002,0.026779661,,,,,
ERIS,-0.015263819,0.030745678,,,,,
ESCORTS,-0.017135241000000002,0.029702331000000002,,,,,
EUROMULTI,0.0,0.040816327,,,,,
EUROTEXIND,-0.011235955,0.035511364,,,,,
EXCEL,0.00477707,0.029582672999999997,,,,,
FACT,-0.012287335,0.031578947,,,,,
FAIRCHEM,-0.024299432000000003,0.044386423,,,,,
FDC,-0.017786561,0.029979878999999997,,,,,
FELDVR,-0.0050761420000000005,0.023469387999999997,,,,,
FELIX,-0.024657534,0.030898876000000002,,,,,
FMNL,-0.009457093,0.031471004,,,,,
FORTIS,-0.015942482,0.037166455,,,,,
FOSECOIND,0.002137827,0.028485381,,,,,
FSL,-0.003649635,0.028083028,,,,,
GAEL,-0.02034588,0.037383177999999996,,,,,
GANECOS,-0.036762951,0.038166047,,,,,
GARWALLROP,-0.035251132000000004,0.036592521,,,,,
GATI,-0.005533014,0.027448071,,,,,
GAYAPROJ,-0.0035087720000000003,0.033010563,,,,,
GEECEE,-0.0046728970000000005,0.044014085,,,,,
GENESYS,-0.016719866,0.026433761,,,,,
GENUSPOWER,-0.020611702,0.028513238,,,,,
GEOJITFSL,-0.032520325,0.033613445,,,,,
GICHSGFIN,-0.003449019,0.023145144,,,,,
GILLANDERS,-0.011947431000000001,0.025997582,,,,,
GINNIFILA,-0.01744186,0.026035502999999998,,,,,
GIPCL,-0.002621723,0.027788208999999998,,,,,
GKWLIMITED,-0.020608108,0.026215937,,,,,
GNFC,-0.012950223,0.021935219,,,,,
GODREJCP,-0.021528846,0.022002535,,,,,
GOKEX,-0.022279985,0.031522978,,,,,
GOODLUCK,-0.011937059,0.042284459,,,,,
GPIL,0.00057323,0.030650242999999997,,,,,
GRASIM,-0.018110811,0.022597141,,,,,
GSCLCEMENT,-0.008438819,0.021276596000000002,,,,,
GSFC,-0.025853814,0.030471822000000003,,,,,
GSPL,-0.010568032,0.022696928999999998,,,,,
GTNTEX,-0.020533881,0.020964361,,,,,
GUFICBIO,-0.008267716999999999,0.025009925,,,,,
GUJALKALI,-0.027146383,0.029238985,,,,,
GUJAPOLLO,-0.032681057,0.033993743,,,,,
GUJFLUORO,-0.021646673999999998,0.022181352,,,,,
GUJNREDVR,-0.027777778,0.028571429,,,,,
GULPOLY,-0.0034482759999999997,0.036908881,,,,,
HARITASEAT,-0.02806188,0.028924963999999997,,,,,
HAVELLS,-0.021616376,0.022093967000000003,,,,,
HCG,-0.034814556,0.036070328,,,,,
HDFCLIFE,0.002960103,0.026049017999999997,,,,,
HDIL,-0.018320611,0.04821150900000001,,,,,
HEIDELBERG,-0.018758085,0.019116678,,,,,
HESTERBIO,-0.012095911,0.029363961,,,,,
HIMATSEIDE,-0.002491591,0.024103909,,,,,
HINDALCO,-0.006776557,0.02489397,,,,,
HINDCOMPOS,0.006220547,0.028381416,,,,,
HINDCOPPER,-0.016256158,0.034051077,,,,,
HINDOILEXP,-0.023299511000000002,0.03424394,,,,,
HINDUJAVEN,-0.008428618,0.024710068999999998,,,,,
HITECHGEAR,-0.019024865,0.027241566000000002,,,,,
HONDAPOWER,-0.020739462,0.033807597,,,,,
HTMEDIA,-0.009746589,0.042322835,,,,,
IBREALEST,-0.021428571,0.034671533,,,,,
IBVENTURES,-0.0026256559999999996,0.024069199,,,,,
ICIL,-0.019615693,0.023683136,,,,,
IDBI,-0.015497553,0.031483016,,,,,
IDEA,-0.026070764,0.033938815,,,,,
IDFC,0.001589825,0.025396825,,,,,
IFBAGRO,-0.003277712,0.033183857000000004,,,,,
IFCI,-0.013050571,0.047933884,,,,,
IGARASHI,-0.010088711,0.02383881,,,,,
IGPL,-0.004545754,0.025810721000000002,,,,,
IL&FSENGG,-0.014336918,0.028181817999999997,,,,,
IL&FSTRANS,-0.008408408000000001,0.034524531000000004,,,,,
IMFA,-0.02933526,0.040643144,,,,,
IMPAL,-0.028370044,0.029198404,,,,,
INDIAGLYCO,-0.020054201,0.027544247999999997,,,,,
INDOTECH,-0.038147139,0.039660057,,,,,
INDSWFTLTD,0.0,0.030567686,,,,,
INDTERRAIN,-0.025810872999999998,0.02954279,,,,,
INDUSINDBK,-0.017039952,0.019767836,,,,,
INEOSSTYRO,-0.022567913,0.030927835,,,,,
INFINITE,-0.022449713,0.022965277000000003,,,,,
INFRATEL,-0.026191102999999997,0.026895526,,,,,
INOXLEISUR,-0.016269909,0.029770195,,,,,
IPAPPM,-0.018742255,0.021310182,,,,,
IRB,-0.017621145,0.02049968,,,,,
IVP,-0.018181818,0.018518519,,,,,
IZMO,-0.008552632,0.03649635,,,,,
JAIBALAJI,-0.020872865,0.042635659000000006,,,,,
JASH,-0.019114688,0.019487179,,,,,
JAYSREETEA,-0.010869565,0.023736264,,,,,
JBCHEPHARM,-0.008973227,0.021226065,,,,,
JBMA,-0.010526316,0.022927366,,,,,
JHS,-0.011904762,0.030120482,,,,,
JINDALPHOT,-0.008974359,0.021345408,,,,,
JINDALPOLY,-0.0077947,0.021634034,,,,,
JINDRILL,-0.025677602999999997,0.031918009,,,,,
JISLJALEQS,0.001587302,0.026545166000000002,,,,,
JKPAPER,0.004341534,0.030259366,,,,,
JMCPROJECT,-0.00917358,0.029305209,,,,,
JOCIL,-0.024622136,0.029742564,,,,,
JPOLYINVST,-0.010429448000000001,0.05083695,,,,,
JSLHISAR,-0.009551311,0.035658219,,,,,
JSWENERGY,-0.016738661000000002,0.034596376,,,,,
JSWHL,-0.027759562999999998,0.028552157999999998,,,,,
JSWSTEEL,-0.013729128,0.022197141,,,,,
JUBILANT,-0.012446025,0.023533951,,,,,
JUBLINDS,-0.005472731,0.035673624,,,,,
KABRAEXTRU,-0.019615385,0.020007846,,,,,
KALPATPOWR,-0.001484624,0.034409516,,,,,
KAMDHENU,-0.034124294,0.035329902,,,,,
KANORICHEM,-0.014765783999999999,0.025839793,,,,,
KANSAINER,-0.01426335,0.047026645,,,,,
KARURVYSYA,-0.0136,0.02027575,,,,,
KAVVERITEL,-0.027586207,0.028368794,,,,,
KCP,0.005462491,0.027888446,,,,,
KCPSUGIND,-0.011204482,0.041076487,,,,,
KDDL,-0.022608696,0.023131673,,,,,
KECL,-0.005324814000000001,0.026766595,,,,,
KEI,-0.012410879,0.021122995,,,,,
KELLTONTEC,-0.018571429,0.018922853,,,,,
KESARENT,-0.001587302,0.033386328,,,,,
KICL,-0.000891878,0.037250563,,,,,
KKCL,-0.024802319,0.042703857000000005,,,,,
KNRCON,-0.024736601,0.025364021,,,,,
KOTARISUG,-0.02955665,0.030456853,,,,,
KOTHARIPET,-0.014263073999999999,0.033762058,,,,,
KSBPUMPS,-0.027583114,0.029691554,,,,,
KWALITY,-0.00530504,0.035555556,,,,,
LAKSHMIEFL,-0.024358974,0.038107753,,,,,
LAMBODHARA,-0.002070393,0.03526971,,,,,
LAURUSLABS,-0.015328467,0.022053372999999998,,,,,
LEXUS,-0.011698265,0.036734694,,,,,
LGBBROSLTD,-0.027699811,0.02848895,,,,,
LICNETFSEN,-0.023145317999999998,0.023693717000000003,,,,,
LOKESHMACH,-0.010899183,0.03030303,,,,,
LPDC,-0.010309278,0.020833333,,,,,
LUMAXTECH,-0.024761676,0.026558466,,,,,
MAANALU,-0.001738526,0.024033437999999997,,,,,
MADRASFERT,-0.009977827,0.027995521000000002,,,,,
MAHESHWARI,-0.010189573,0.019870721,,,,,
MAHINDCIE,-0.020672334,0.022489642999999997,,,,,
MAHSEAMLES,-0.016116505,0.025360174,,,,,
MAITHANALL,-0.02108209,0.025856045,,,,,
MALUPAPER,-0.010952903,0.03875969,,,,,
MANAKALUCO,-0.003333333,0.030100334,,,,,
MANAKCOAT,-0.02739726,0.035211268,,,,,
MANALIPETC,-0.006321113000000001,0.038167939,,,,,
MANAPPURAM,-0.017415958,0.025968672999999998,,,,,
MANGLMCEM,-0.012037955,0.020212156000000002,,,,,
MANGTIMBER,-0.008743169,0.046306505,,,,,
MANINFRA,-0.015418501999999999,0.046234154000000006,,,,,
MAXINDIA,-0.014061872,0.022819886,,,,,
MAXVIL,-0.015384615,0.044719827999999996,,,,,
MAZDA,-0.009026128000000001,0.035474593,,,,,
MBECL,-0.018003273,0.03,,,,,
MCL,-0.037542662000000004,0.039007092,,,,,
MENONBE,-0.017534812,0.017847769,,,,,
MEP,-0.0047974409999999995,0.022495982999999997,,,,,
MERCATOR,-0.006329114,0.038216561,,,,,
MINDACORP,-0.020138889,0.026458776,,,,,
MINDAIND,-0.012905719,0.02462225,,,,,
MIRCELECTR,-0.007819288,0.028896672999999998,,,,,
MMTC,-0.008831522,0.02124743,,,,,
MOIL,-0.023895582000000002,0.031680724,,,,,
MOLDTECH,-0.01874596,0.043478261,,,,,
MONSANTO,-0.029294117999999997,0.03017816,,,,,
MONTECARLO,-0.016507525,0.019746585,,,,,
MORARJEE,-0.013204225,0.025869759,,,,,
MOTILALOFS,-0.013899048999999998,0.022659832999999997,,,,,
MPSLTD,-0.022547741,0.024637113,,,,,
MTEDUCARE,-0.022307692,0.02281668,,,,,
MUKANDLTD,-0.0016853929999999999,0.027011817999999996,,,,,
MUKTAARTS,-0.006256015,0.044067797,,,,,
MUNJALAU,-0.00912721,0.021301094,,,,,
NATHBIOGEN,-0.009938021,0.024284943,,,,,
NATIONALUM,0.000583771,0.024504084,,,,,
NATNLSTEEL,-0.028888888999999997,0.029748284,,,,,
NAUKRI,-0.010002150999999999,0.023356871,,,,,
NAVINFLUOR,-0.009343555,0.024304716,,,,,
NAVNETEDUL,-0.023795181000000002,0.024375193,,,,,
NBIFIN,-0.014806761000000002,0.024724769,,,,,
NCC,-0.026676547000000002,0.033117625,,,,,
NDTV,-0.008695652,0.041666667000000004,,,,,
NECCLTD,0.0014705879999999999,0.026431717999999996,,,,,
NELCAST,-0.012371133999999999,0.029749478,,,,,
NESCO,-0.012101313,0.042446110999999995,,,,,
NETWORK18,-0.022058823999999998,0.046783625999999995,,,,,
NEULANDLAB,-0.025,0.025641026,,,,,
NEXTMEDIA,-0.023809524,0.024390244,,,,,
NFL,-0.013449899,0.042263122,,,,,
NHPC,-0.024242424,0.034161491,,,,,
NIITLTD,-0.02020202,0.032891507,,,,,
NIPPOBATRY,-0.017455947,0.021128734,,,,,
NITESHEST,-0.014234875,0.032490975,,,,,
NITIRAJ,-0.012790698,0.035924617,,,,,
NLCINDIA,-0.014993185,0.023062731,,,,,
NRAIL,-0.026809955,0.02754853,,,,,
NRBBEARING,-0.033410138,0.03545888,,,,,
NSIL,-0.021355932,0.021821961,,,,,
OBEROIRLTY,-0.00785124,0.025614327000000003,,,,,
OMMETALS,0.0,0.023592085,,,,,
ONELIFECAP,-0.003731343,0.02247191,,,,,
ONWARDTEC,-0.018109381,0.018812246,,,,,
ORBTEXP,-0.020299813,0.020720434,,,,,
ORIENTBELL,-0.018515613,0.018864908,,,,,
ORIENTCEM,-0.01584507,0.022063207999999997,,,,,
ORIENTHOT,-0.016806723,0.030525031,,,,,
ORTEL,-0.026239067,0.026946108,,,,,
ORTINLABSS,-0.00483871,0.04376013,,,,,
PAGEIND,-0.008535195,0.02251819,,,,,
PANAMAPET,-0.032539683,0.039581623999999996,,,,,
PDUMJEIND,-0.032921811,0.034042552999999996,,,,,
PENIND,-0.014419611,0.044623262999999996,,,,,
PENPEBS,-0.004545455,0.037037037,,,,,
PERSISTENT,-0.011388889,0.019949424,,,,,
PGEL,-0.02125411,0.029994001,,,,,
PGIL,-0.0367597,0.038162544,,,,,
PHILIPCARB,-0.014184397,0.022721391,,,,,
PILANIINVS,-0.009735202,0.021785292999999997,,,,,
PIONDIST,-0.007804878,0.042281219,,,,,
PIONEEREMB,-0.008974359,0.021992237999999997,,,,,
PITTILAM,-0.034627983,0.035870092,,,,,
PLASTIBLEN,-0.024444897,0.025057423,,,,,
PNB,-0.018502457,0.021502208999999998,,,,,
PNBHOUSING,-0.008966441,0.022637683999999998,,,,,
PNC,-0.02661597,0.02734375,,,,,
PODDARHOUS,-3.6899e-05,0.025055351,,,,,
PODDARMENT,-0.030766700000000004,0.031913088,,,,,
POKARNA,-0.007651287,0.03411215,,,,,
PRABHAT,-0.025810721000000002,0.027173912999999997,,,,,
PRADIP,-0.022727273,0.023255814,,,,,
PRAJIND,0.004946043,0.027293065,,,,,
PRATIBHA,-0.006410256,0.032258065,,,,,
PRECWIRE,-0.024505662,0.025121275,,,,,
PREMEXPLN,-0.01713111,0.022542412,,,,,
PRESSMN,-0.0069182390000000005,0.029132362000000002,,,,,
PRESTIGE,-0.015132605,0.029621416,,,,,
PRICOLLTD,-0.017672413999999997,0.017990347,,,,,
PRIMESECU,-0.008250825,0.034109817,,,,,
PSB,-0.01718908,0.019547325,,,,,
PSPPROJECT,0.000288434,0.033640907000000005,,,,,
PUNJABCHEM,-0.024794239,0.04335900400000001,,,,,
PURVA,-0.007525586999999999,0.046102517,,,,,
PVP,-0.029585799,0.036585366,,,,,
QUICKHEAL,-0.002063492,0.036424368,,,,,
RADICO,0.004599659,0.025267085,,,,,
RADIOCITY,-0.00472379,0.024126566000000002,,,,,
RAIN,0.0040513170000000005,0.025958305,,,,,
RAJTV,-0.025162338,0.025811822999999998,,,,,
RAMASTEEL,-0.026315789,0.027027027000000002,,,,,
RAMCOIND,-0.016275168,0.033429985,,,,,
RANEENGINE,-0.013828125,0.020359661,,,,,
RANEHOLDIN,-0.016886292,0.024194398,,,,,
RCF,0.001549587,0.028880866,,,,,
REFEX,-0.024489796,0.033472802999999995,,,,,
REVATHI,-0.007162162,0.027630325,,,,,
RICOAUTO,0.004411765,0.028794534,,,,,
RKEC,-0.029526462000000003,0.033295063,,,,,
RKFORGE,-0.030938913999999998,0.031926691,,,,,
RMCL,-0.019083969,0.019455253,,,,,
RNAM,-0.002155887,0.033737743,,,,,
ROHLTD,-0.01262704,0.028384279,,,,,
RSSOFTWARE,-0.012749446000000001,0.028635597999999998,,,,,
RSYSTEMS,-0.021344717000000003,0.032715376000000004,,,,,
RUCHISOYA,-0.010582011,0.045454545,,,,,
RUPA,-0.016601763000000002,0.025427261,,,,,
SABEVENTS,-0.003731343,0.026217228,,,,,
SADBHIN,-0.01715439,0.017453799,,,,,
SALZERELEC,-0.02012417,0.03342801,,,,,
SAMBHAAV,-0.012820513,0.032467532,,,,,
SANCO,-0.030534351,0.037620297000000004,,,,,
SANDESH,-0.028443571,0.029276293,,,,,
SANGHIIND,-0.031819807,0.033973412,,,,,
SANGHVIFOR,-0.00969697,0.037943696,,,,,
SARDAEN,0.0032544379999999997,0.025852747000000002,,,,,
SAREGAMA,-0.024371257,0.029951513,,,,,
SARLAPOLY,-0.025928521,0.031654676,,,,,
SATIN,-0.023230569,0.02678373,,,,,
SCI,-0.006329114,0.023354565,,,,,
SDBL,-0.006838074,0.023684935,,,,,
SEAMECLTD,-0.010655738,0.03286385,,,,,
SEPOWER,-0.019379845,0.019762846,,,,,
SESHAPAPER,-0.018352656999999998,0.024349286,,,,,
SETCO,-0.018461538,0.040752351,,,,,
SETFNN50,-0.02203125,0.02252756,,,,,
SFL,-0.019629693,0.020022733,,,,,
SGBMAR25,-0.02738764,0.028158845,,,,,
SGBMAY25,-0.017557143,0.017870905,,,,,
SHAKTIPUMP,-0.011459128999999998,0.019430338000000002,,,,,
SHALPAINTS,-0.019150503,0.019774718,,,,,
SHANKARA,0.001910112,0.025008411,,,,,
SHANTIGEAR,-0.029331721,0.030218069,,,,,
SHARDACROP,-0.01905805,0.027244305,,,,,
SHIRPUR-G,-0.024691357999999997,0.040506329,,,,,
SHK,-0.020637584,0.03100908,,,,,
SHOPERSTOP,-0.028218695,0.031397458999999996,,,,,
SHREYANIND,-0.010695187,0.022113022000000003,,,,,
SILVERTUC,-0.018076923,0.026243635,,,,,
SIMBHALS,-0.009633911,0.046692607000000004,,,,,
SIMPLEXINF,-0.01432247,0.023144522999999997,,,,,
SINTEX,-0.012750455,0.033210332,,,,,
SIS,-0.023926608999999998,0.024513124,,,,,
SIYSIL,-0.025918635,0.026608286000000002,,,,,
SKFINDIA,-0.021520618999999998,0.037797972,,,,,
SKIPPER,-0.020198311,0.028298351,,,,,
SKMEGGPROD,-0.017948718,0.041253264,,,,,
SMARTLINK,-0.011261261000000002,0.038724374,,,,,
SMSPHARMA,-0.024726581,0.025353486,,,,,
SOBHA,-0.01060013,0.021344981000000002,,,,,
SOMICONVEY,-0.030262273,0.040221914,,,,,
SONATSOFTW,-0.005892857,0.023172265,,,,,
SORILINFRA,-0.009135296999999999,0.04434907,,,,,
SOTL,-0.017222785,0.017557861,,,,,
SPAL,-0.018856943,0.019219362,,,,,
SPARC,-0.020558003000000002,0.031484258,,,,,
SPMLINFRA,-0.03427673,0.035493325,,,,,
SPTL,-0.013071895,0.038531005,,,,,
SQSBFSI,-0.028035665,0.028844335,,,,,
SRF,-0.007467205,0.027856852,,,,,
SRHHYPOLTD,-0.019282511000000002,0.024234111000000003,,,,,
SRIPIPES,-0.015479876000000002,0.026415094,,,,,
SRSLTD,-0.028571429,0.029411765,,,,,
